Bill To Name First Line,Bill To Name Second Line,Account Number,Service Address,Bill Period Start,Bill Period End,Utility Type,Consumption Amount,Line Item Description,Line Item Charge,Bill Date,Due Date,SourceFile_Page
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,53.26 kWh,CTOU On-Peak,$9.43,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,17.75 kWh,CTOU On-Peak,$2.87,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,60 kWh,CTOU Shoulder,$4.86,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,20 kWh,CTOU Shoulder,$2.22,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,507 kWh,CTOU Off-Peak,$30.41,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,169 kWh,CTOU Off-Peak,$10.14,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,620.25 kWh,RDA,-$1.53 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,206.75 kWh,RDA,-$0.23 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Demand Side Mgmt,$5.58,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,PurchCapCostAd,$2.04,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Trans Cost Adj,$4.57,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,ECA 02,$25.14,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Trans Elec Plan,$1.21,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Renew. Energy Std Adj,$1.05,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Colo Energy Plan Adj,$1.05,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Clean Energy Plan Rev,$1.31,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Franchise Fee,$3.25,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,53-0010211902-1,"9760 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6001",05/07/25,06/08/25,ELECTRICITY,MISSING,Sales Tax,$9.29,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_19
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,CTOU On-Peak,$0.92,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,CTOU On-Peak,$0.49,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,CTOU Shoulder,$1.40,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,CTOU Shoulder,$0.64,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,CTOU Off-Peak,$12.19,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,CTOU Off-Peak,$4.06,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,RDA,-$0.56,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,RDA,-$0.09,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Demand Side Mgmt,$1.96,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,PurchCapCostAdj,$0.71,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Trans Cost Adj,$1.61,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,ECA 02,$8.85,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Trans Elec Plan,$0.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,"Renew, Energy Std Adj",$0.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Colo Energy Plan Adj,$0.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Clean Energy Plan Rev,$0.55,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Franchise Fee,$1.37,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILITIES DEPARTMENT,93-0010211902-1,"9920 WESTCLIFF PKWY BLDG HSE 17 WESTMINSTER, CO 80021-6011",05/07/25,06/08/25,ELECTRICITY,307 kWh,Sales Tax,$3.95,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_20
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,6.75 kWh,CTOU On-Peak,$0.69,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,2.25 kWh,CTOU On-Peak,$0.36,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,13.50 kWh,CTOU Shoulder,$1.09,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,4.50 kWh,CTOU Shoulder,$0.50,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,157.50 kWh,CTOU Off-Peak,$9.45,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,52.50 kWh,CTOU Off-Peak,$3.15,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,177.75 kWh,RDA,-$0.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,59.25 kWh,RDA,-$0.07,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Demand Side Mgmt,$1.51,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,PurchCapCostAdj,$0.56,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Trans Cost Adj,$1.25,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,ECA 02,$6.84,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Trans Elec Plan,$0.32,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Renew. Energy Std Adj,$0.37,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Colo Energy Plan Adj,$0.37,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Clean Energy Plan Rev,$0.45,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Franchise Fee,$1.15,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,MISSING,93-0010211902-1,"9770 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-5497",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Sales Tax,$3.28,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_21
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,26.25 kWh,CTOU On-Peak,$2.68,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,8.75 kWh,CTOU On-Peak,$1.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,34.50 kWh,CTOU Shoulder,$2.79,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,11.50 kWh,CTOU Shoulder,$1.28,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,357 kWh,CTOU Off-Peak,$21.41,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,119 kWh,CTOU Off-Peak,$7.14,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,417.75 kWh,RDA,-$1.02 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,139.25 kWh,RDA,-$0.16 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,36.71,Demand Side Mgmt,$3.67,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,36.71,PurchCapCostAdj,$1.34,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,36.71,Trans Cost Adj,$2.99,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,36.71,ECA,$16.51,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,36.71,Trans Elec Plan,$0.80,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,MISSING,Renew. Energy Std Adj,$0.72,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,MISSING,Colo Energy Plan Adj,$0.72,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,MISSING,Clean Energy Plan Rev,$0.88,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,931175268,"9750 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-5499",05/07/25,06/08/25,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_22
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,29.25 kWh,CTOU On-Peak,$2.98,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
WESTCLIFF APARTMENTS,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9870 WESTCLIFF PKWY BLDG HSE 12 WESTMINSTER, CO 80021-6006",05/07/25,06/08/25,ELECTRICITY,9.75 kWh,CTOU On-Peak,$1.58,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_23
